Package Name,Directory Name,Prefixes,File Numbers,File Names,Globals
,,GMPT,757.001,CONCEPT USAGE,
,,,757.01,EXPRESSIONS,
,,,757.011,EXPRESSION TYPE,
,,,757.014,EXPRESSION FORM,
,,,757.02,CODES,
,,,757.03,CODING SYSTEMS,
,,,757.04,EXCLUDED WORDS,
,,,757.05,REPLACEMENT WORDS,
,,,757.06,UNRESOLVED NARRATIVES,
,,,757.1,SEMANTIC MAP,
,,,757.11,SEMANTIC CLASS,
,,,757.12,SEMANTIC TYPE,
,,,757.13,SOURCE CATEGORY,
,,,757.14,SOURCE,
,,,757.2,SUBSET DEFINITIONS,
,,,757.21,SUBSETS,
,,,757.3,LOOK-UP SCREENS,
,,,757.31,DISPLAYS,
,,,757.32,MAPPING DEFINITIONS,
,,,757.33,MAPPINGS,
,,,757.4,SHORTCUTS,
,,,757.41,SHORTCUT CONTEXT,
ORDER ENTRY/RESULTS REPORTING,Order Entry Results Reporting,OR,100,ORDER,
,,OCX,100.01,ORDER STATUS,
,,!ORRC,100.02,NATURE OF ORDER,
,,!ORRJ,100.03,ORDER REASON,
,,,100.05,ORDER CHECK INSTANCES,
,,,100.1,ORDER STATISTICS,
,,,100.2,OE/RR PATIENT EVENT,
,,,100.21,OE/RR LIST,
,,,100.22,OE/RR PRINT FIELDS,
,,,100.23,OE/RR PRINT FORMATS,
,,,100.24,OE/RR PT SEL COMBO,
,,,100.4,OE/RR ERRORS,
,,,100.5,OE/RR RELEASE EVENTS,
,,,100.6,OE/RR AUTO-DC RULES,
,,,100.8,ORDER CHECKS,
,,,100.9,OE/RR NOTIFICATIONS,
,,,100.98,DISPLAY GROUP,
,,,100.99,ORDER PARAMETERS,
,,,101.13,OR CPRS TABS,
,,,101.15,OE/RR COM OBJECTS,
,,,101.24,OE/RR REPORT,
,,,101.3,ORDER EXECUTE CODES,
,,,101.41,ORDER DIALOG,
,,,101.42,ORDER URGENCY,
,,,101.43,ORDERABLE ITEMS,
,,,101.44,ORDER QUICK VIEW,
,,,102.22,CPRS QUERY CONSTRAINT,
,,,102.23,CPRS QUERY EDIT CONTROL,
,,,102.24,CPRS QUERY DISPLAY FIELDS,
,,,103,ORAM FLOWSHEET,
,,,860.1,ORDER CHECK PATIENT ACTIVE DATA,
,,,860.2,ORDER CHECK RULE,
,,,860.3,ORDER CHECK ELEMENT,
,,,860.4,ORDER CHECK DATA FIELD,
,,,860.5,ORDER CHECK DATA SOURCE,
,,,860.6,ORDER CHECK DATA CONTEXT,
,,,860.7,ORDER CHECK PATIENT RULE EVENT,
,,,860.8,ORDER CHECK COMPILER FUNCTIONS,
,,,860.9,ORDER CHECK NATIONAL TERM,
,,,861,ORDER CHECK RAW DATA LOG,
,,,863,OCX MDD CLASS,
,,,863.1,OCX MDD APPLICATION,
,,,863.2,OCX MDD SUBJECT,
,,,863.3,OCX MDD LINK,
,,,863.4,OCX MDD ATTRIBUTE,
,,,863.5,OCX MDD VALUES,
,,,863.6,OCX MDD METHOD,
,,,863.7,OCX MDD PUBLIC FUNCTION,
,,,863.8,OCX MDD PARAMETER,
,,,863.9,OCX MDD CONDITION/FUNCTION,
,,,864,OCX MDD SITE PREFERENCES,
,,,864.1,OCX MDD DATATYPE,
RPC BROKER,RPC Broker,XWB,8994,REMOTE PROCEDURE,
,,,8994.1,RPC BROKER SITE PARAMETERS,
HEALTHEVET DESKTOP,HealtheVet Desktop,XHD,,,
VBECS,VBECS,VBEC,6002.01,VBECS WORKLOAD CAPTURE,
,,,6002.03,VBECS DSS EXTRACT,
,,,6002.04,VBEC INTEGRITY,
,,,6003,VISTA BLOOD BANK RESTRICTED OPTIONS LIST,
,,,6005,VBECS MATCHING TABLE,
,,,6007,STANDARD VBECS DATA,
,,,6009,VBECS FILE & FIELD LEVEL SECURITY,
AUTHORIZATION/SUBSCRIPTION,Authorization Subscription,USR,8930,USR CLASS,
,,,8930.1,USR AUTHORIZATION/SUBSCRIPTION,
,,,8930.2,USR ROLE,
,,,8930.3,USR CLASS MEMBERSHIP,
,,,8930.4,USR SEARCH CATEGORIES,
,,,8930.6,USR RECORD STATUS,
,,,8930.8,USR ACTION,
CLINICAL REMINDERS,Clinical Reminders,PXRM,800,CLINICAL REMINDER PARAMETERS,
,,,801.41,REMINDER DIALOG,
,,,801.42,REMINDER GUI PROCESS,
,,,801.43,REMINDER FINDING ITEM PARAMETER,
,,,801.45,REMINDER FINDING TYPE PARAMETER,
,,,801.5,REMINDER DIALOG PATIENT ASSOCIATION,
,,,801.55,REMINDER GEC DIALOG ASSOCIATION HISTORY,
,,,801.9,REMINDER RESOLUTION STATUS,
,,,801.95,HEALTH FACTOR RESOLUTION,
,,,802.4,REMINDER FUNCTION FINDING FUNCTIONS,
,,,810.1,REMINDER REPORT TEMPLATE,
,,,810.2,REMINDER EXTRACT DEFINITION,
,,,810.3,REMINDER EXTRACT SUMMARY,
,,,810.4,REMINDER LIST RULE,
,,,810.5,REMINDER PATIENT LIST,
,,,810.7,REMINDER EXTRACT COUNTING RULE,
,,,810.8,REMINDER COUNTING GROUP,
,,,810.9,REMINDER LOCATION LIST,
,,,811.2,REMINDER TAXONOMY,
,,,811.3,EXPANDED TAXONOMIES,
,,,811.4,REMINDER COMPUTED FINDINGS,
,,,811.5,REMINDER TERM,
,,,811.6,REMINDER SPONSOR,
,,,811.7,REMINDER CATEGORY,
,,,811.8,REMINDER EXCHANGE,
,,,811.9,REMINDER DEFINITION,
CONTROLLED SUBSTANCES,Controlled Substances,PSD,58.82,CS ORDER STATUS,
,,,58.83,CS COMPLETION STATUS,
,,,58.85,CS WORKSHEET,
,,,58.86,CS DESTRUCTION,
,,,58.87,CS CORRECTION LOG,
,,,58.88,CS IRL PROGRAM,
,,,58.89,CS ERROR LOG,
CMOP,CMOP,PSX,550,CMOP SYSTEM,
,,,550.1,CMOP RX QUEUE,
,,,550.2,CMOP TRANSMISSION,
,,,552,CMOP NATIONAL SITE,
,,,552.1,CMOP REFERENCE,
,,,552.2,CMOP DATABASE,
,,,552.3,CMOP RELEASE,
,,,552.4,CMOP MASTER DATABASE,
,,,552.5,CMOP COST STATS,
,,,553,CMOP INTERFACE,
,,,553.1,CMOP QUERY,
,,,554,CMOP OPERATIONS,
,,,555,CMOP MASTER DATABASE ARCHIVE,
DRUG ACCOUNTABILITY,Drug Accountability,PSA,58.35,RETURN DRUG,
,,,58.36,RETURN DRUG CONTRACTOR,
,,,58.8,DRUG ACCOUNTABILITY STATS,
,,,58.81,DRUG ACCOUNTABILITY TRANSACTION,
,,,58.811,DRUG ACCOUNTABILITY ORDER,
,,,58.812,DA UPLOAD,
,,,58.84,DRUG ACCOUNTABILITY TRANSACTION TYPE,
PHARMACY BENEFITS MANAGEMENT,Pharmacy Benefits Management,PSU,59.9,PBM PATIENT DEMOGRAPHICS,
HEALTH SUMMARY,Health Summary,GMTS,142,HEALTH SUMMARY TYPE,GMT
,,,142.1,HEALTH SUMMARY COMPONENT,
,,,142.5,HEALTH SUMMARY OBJECTS,
,,,142.98,HEALTH SUMMARY USER PREFERENCES,
,,,142.99,HEALTH SUMMARY PARAMETERS,
PCE PATIENT CARE ENCOUNTER,PCE Patient Care Encounter,PX,150.1,ANCILLARY DSS ID,
,,EFDP,150.2,VSIT SITE CODES,
,,VSIT,150.9,VISIT TRACKING PARAMETERS,
,,!PXRM,801,REMINDER ORDERABLE ITEM GROUP,
,,,811.1,PCE CODE MAPPING,
,,,812,PCE CUSTOMIZE REPORT,
,,,815,PCE PARAMETERS,
,,,839.01,PCE DEVICE INTERFACE MODULE ERRORS,
,,,839.7,PCE DATA SOURCE,
SAGG PROJECT,SAGG Project,KMPS,8970.1,SAGG PROJECT,
DRG GROUPER,DRG Grouper,ICD,80,ICD DIAGNOSIS,
,,IC,80.1,ICD OPERATION/PROCEDURE,
,,!ICPT,80.2,DRG,
,,,80.3,MAJOR DIAGNOSTIC CATEGORY,
,,,80.7,TEMPORARY DIAGNOSES,
,,,80.8,TEMPORARY PROCEDURES,
,,,80.9,TEMPORARY DRG FILE,
CARE MANAGEMENT,Care Management,ORRC,102.21,CPRS QUERY DEFINITION,
,,,102.3,PATIENT TASK,
,,,102.4,ORDER ACKNOWLEDGEMENT,
BENEFICIARY TRAVEL,Beneficiary Travel,DGBT,392,BENEFICIARY TRAVEL CLAIM,
,,,392.1,BENEFICIARY TRAVEL DISTANCE,
,,,392.2,BENEFICIARY TRAVEL CERTIFICATION,
,,,392.3,BENEFICIARY TRAVEL ACCOUNT,
,,,392.31,LOCAL VENDOR,
,,,392.4,BENEFICIARY TRAVEL MODE OF TRANSPORTATION,
ENROLLMENT APPLICATION SYSTEM,Enrollment Application System,EAS,408.21,INDIVIDUAL ANNUAL INCOME,
,,,408.22,INCOME RELATION,
,,,408.31,ANNUAL MEANS TEST,
,,,408.32,MEANS TEST STATUS,
,,,408.33,TYPE OF TEST,
,,,711,1010EZ MAPPING,
,,,712,1010EZ HOLDING,
,,,712.5,GMT THRESHOLDS,
,,,712.6,GMT MSA CODE,
,,,713,EAS MT PARAMETERS,
,,,713.1,EAS MT PATIENT STATUS,
,,,713.2,EAS MT LETTER STATUS,
,,,713.3,EAS MT LETTERS,
,,,714.1,LTC CO-PAY EXEMPTION,
,,,714.5,EAS LTC MONTHLY MAX CALCULATIONS,
AUTO REPLENISHMENT/WARD STOCK,Auto Replenishment Ward Stock,PSGW,58.1,PHARMACY AOU STOCK,PSI
,,,58.16,AOU INVENTORY TYPE,
,,,58.17,AOU ITEM LOCATION,
,,,58.19,PHARMACY AOU INVENTORY,
,,,58.2,AOU INVENTORY GROUP,
,,,58.3,PHARMACY BACKORDER,
,,,58.5,AR/WS STATS FILE,
,,,59.4,INPATIENT SITE,
MSC RPC Broker,MSC RPC Broker,CIANB,19941.2,CIA AUTHENTICATION,
,,,19941.21,CIA EVENT TYPE,
,,,19941.22,CIA LISTENER,
,,,19941.23,CIA EVENT LOG,
,,,19941.24,CIA ACTIVITY LOG,
CIA UTILITIES,CIA Utilities,CIAU,,,
VueCentric Framework,VueCentric Framework,CIAV,19930.2,VUECENTRIC OBJECT REGISTRY,
,,,19930.21,VUECENTRIC OBJECT CATEGORY,
,,,19930.3,VUECENTRIC TEMPLATE REGISTRY,
,,,19930.4,VUECENTRIC PATIENT LIST,
Generic Retrieval Utility,Generic Retrieval Utility,CIAZG,,,
VueCentric Components,VueCentric Components,CIAO,,,
VueCentric RPMS Support,VueCentric RPMS Support,CIAZP,,,
Aberdeen GPRA Report,Aberdeen GPRA Report,CIMGA,,,
NCI Study Extract,NCI Study Extract,CIMSNCI,,,
PCC Encounter Form,PCC Encounter Form,VEN,19707.1,VEN EHP ICD PREFERENCES,
,,,19707.11,VEN EHP KB CATEGORY,
,,,19707.12,VEN EHP KB ITEM,
,,,19707.13,VEN EHP KB CLINICAL DOMAIN,
,,,19707.14,VEN EHP ASQ QUESTIONNAIRE,
,,,19707.15,VEN EHP ASQ TRANSACTION,
,,,19707.16,VEN EHP KB TRANSACTION,
,,,19707.17,VEN EHP KB MASTER,
,,,19707.2,VEN QUEUE,
,,,19707.22,VEN QUEUE TYPE,
,,,19707.26,VEN EHP KIDS SUPPORT,
,,,19707.33,VEN EHP ICD GROUP,
,,,19707.34,VEN EHP ICD ITEM,
,,,19707.4,VEN EHP PRINTER GROUP,
,,,19707.41,VEN EHP EF TEMPLATES,
,,,19707.42,VEN EHP HEADER FIELD,
,,,19707.47,VEN EHP MOJO DE FMT UHC,
,,,19707.48,VEN EHP MOJO DE FMT GRID,
,,,19707.49,VEN EHP HEADER GROUP,
,,,19707.5,VEN EHP CONFIGURATION,
,,,19707.61,VEN EHP OCX DATA ELEMENTS,
,,,19707.62,VEN EHP OCX COMPONENTS,
,,,19707.63,VEN EHP RESULT GRAPH,
,,,19707.7,VEN EHP ERROR LOG,
,,,19707.71,VEN EHP ERROR TYPE,
,,,19707.8,VEN EHP AUDIT TRAIL,
,,,19707.9,VEN EHP CHECK LIST,
,,,19707.91,VEN EHP CHECK LIST ITEM,
,,,19707.92,VEN EHP ORDERABLE SET,
,,,19707.93,VEN EHP ORDERABLES,
,,,19707.94,VEN EHP TICKLERS,
,,,19707.95,VEN EHP CLINIC,
,,,19707.96,VEN EHP SURVEILLANCE ITEM,
,,,19707.98,VEN EHP ORDERABLE CLASS,
BHL IHS interfaces with GIS,BHL IHS interfaces with GIS,IN,,,
,,IS,,,
IHS Patient Merge,IHS Patient Merge,BPM,,,
ClassMan,ClassMan,KLAS,1200,CLASSMAN CLASSES,
,,,1200.1,CLASSMAN PRESENTATION,
,,,1200.4,CLASSMAN COURSE LOG,
